probe_id	symbol	gene_id	ensembl_id
10459602	Ptpn2	19255	ENSMUSG00000024539
10459604	Fam210a	108654	ENSMUSG00000038121
10459611	Mc2r	17200	ENSMUSG00000045569
10459620	Rab27b	80718	ENSMUSG00000024511
10459633	Dynap	75577	ENSMUSG00000024512
10459643	4930503L19Rik	269033	ENSMUSG00000044906
10459655	Poli	26447	ENSMUSG00000038425
10459669	Rpl5	100503670	ENSMUSG00000058558
10459671	Dcc	13176	ENSMUSG00000060534
10459705	Smad4	17128	ENSMUSG00000024515
10459723	Elac1	114615	ENSMUSG00000036941
10459730	Me2	107029	ENSMUSG00000024556
10459747	Mapk4	225724	ENSMUSG00000024558
10459755	Ska1	66468	ENSMUSG00000036223
10459772	Lipg	16891	ENSMUSG00000053846
10459785	Ctif	269037	ENSMUSG00000052928
10459804	Katnal2	71206	ENSMUSG00000025420
10459827	Rnf165	225743	ENSMUSG00000025427
10459837	8030462N17Rik	212163	ENSMUSG00000047466
10459844	Haus1	225745	ENSMUSG00000041840
10459858	Siglec15	620235	ENSMUSG00000091055
10459866	Slc14a1	108052	ENSMUSG00000059336
10459879	Slc14a2	27411	ENSMUSG00000024552
10459905	Setbp1	240427	ENSMUSG00000024548
10459905	Setbp1	240427	ENSMUSG00000103866
10459912	Adnp2	240442	ENSMUSG00000053950
10459918	Rbfa	68731	ENSMUSG00000024570
10459927	Kcng2	240444	ENSMUSG00000059852
10459930	Ctdp1	67655	ENSMUSG00000033323
10459944	Nfatc1	18018	ENSMUSG00000033016
10459962	Atp9b	50771	ENSMUSG00000024566
10459999	Sall3	20689	ENSMUSG00000024565
10460010	Galr1	14427	ENSMUSG00000024553
10460018	Zfp236	329002	ENSMUSG00000041258
10460057	Tshz1	110796	ENSMUSG00000046982
10460061	Zfp407	240476	ENSMUSG00000048410
10460070	Zfp407	240476	ENSMUSG00000048410
10460072	Cndp1	338403	ENSMUSG00000056162
10460085	Cndp2	66054	ENSMUSG00000024644
10460102	Timm21	67105	ENSMUSG00000024645
10460108	Gnpnat1	54342	ENSMUSG00000037722
10460116	Socs6	54607	ENSMUSG00000056153
10460118	Socs6	54607	ENSMUSG00000056153
10460127	Dok6	623279	ENSMUSG00000073514
10460151	Mrpl21	353242	ENSMUSG00000024829
10460157	Cpt1a	12894	ENSMUSG00000024900
10460177	Mtl5	17771	ENSMUSG00000024905
10460196	1810055G02Rik	72056	ENSMUSG00000035372
10460202	Suv420h1	225888	ENSMUSG00000045098
10460221	Chka	12660	ENSMUSG00000024843
10460237	Unc93b1	54445	ENSMUSG00000036908
10460259	Aldh3b2	621603	ENSMUSG00000075296
10460263	Acy3	71670	ENSMUSG00000024866
10460273	Tbx10	109575	ENSMUSG00000037477
10460285	Nudt8	66387	ENSMUSG00000024869
10460303	Cabp2	29866	ENSMUSG00000024857
10460303	Cabp2	29866	ENSMUSG00000097733
10460312	Cdk2ap2	52004	ENSMUSG00000024856
10460312	Cdk2ap2	52004	ENSMUSG00000097485
10460317	Pitpnm1	18739	ENSMUSG00000024851
10460344	Tmem134	66990	ENSMUSG00000097394
10460356	Gpr152	269053	ENSMUSG00000044724
10460356	Gpr152	269053	ENSMUSG00000097905
10460359	Coro1b	23789	ENSMUSG00000097771
10460359	Coro1b	23789	ENSMUSG00000024835
10460371	Ptprcap	19265	ENSMUSG00000045826
10460371	Ptprcap	19265	ENSMUSG00000097132
10460376	Ppp1ca	19045	ENSMUSG00000040385
10460376	Ppp1ca	19045	ENSMUSG00000096994
10460385	Clcf1	56708	ENSMUSG00000097629
10460385	Clcf1	56708	ENSMUSG00000040663
10460392	Pold4	69745	ENSMUSG00000024854
10460392	Pold4	69745	ENSMUSG00000097508
10460400	Pcx	18563	ENSMUSG00000024892
10460423	Sptbn2	20743	ENSMUSG00000067889
10460461	Rbm4b	66704	ENSMUSG00000033760
10460461	Rbm4b	66704	ENSMUSG00000094936
10460466	Ccdc87	399599	ENSMUSG00000067872
10460468	Ctsf	56464	ENSMUSG00000083282
10460485	Zdhhc24	70605	ENSMUSG00000006463
10460492	Mrpl11	66419	ENSMUSG00000024902
10460498	Slc29a2	13340	ENSMUSG00000024891
10460513	B4gat1	108902	ENSMUSG00000047379
10460517	Brms1	107392	ENSMUSG00000080268
10460529	Rin1	225870	ENSMUSG00000024883
10460541	Cd248	70445	ENSMUSG00000056481
10460544	Yif1a	68090	ENSMUSG00000024875
10460556	Gal3st3	545276	ENSMUSG00000047658
10460560	Catsper1	225865	ENSMUSG00000038498
10460573	Eif1ad	69860	ENSMUSG00000024841
10460582	AI837181	107242	ENSMUSG00000047423
10460585	Fosl1	14283	ENSMUSG00000024912
10460591	Fibp	58249	ENSMUSG00000024911
10460603	Efemp2	58859	ENSMUSG00000024909
10460616	Cfl1	12631	ENSMUSG00000056201
10460623	Ap5b1	381201	ENSMUSG00000049562
10460626	Rnaseh2c	68209	ENSMUSG00000024925
10460631	Rela	19697	ENSMUSG00000024927
10460645	Map3k11	26403	ENSMUSG00000004054
10460658	Kcnk7	16530	ENSMUSG00000024936
10460666	Ltbp3	16998	ENSMUSG00000024940
10460696	Slc25a45	107375	ENSMUSG00000024818
10460704	Gm10814	100502985	ENSMUSG00000097404
10460706	Syvn1	74126	ENSMUSG00000024807
10460726	Fau	14109	ENSMUSG00000038274
10460732	Znhit2	29805	ENSMUSG00000075227
10460735	BC048609	433215	ENSMUSG00000047733
10460738	Cdca5	67849	ENSMUSG00000024791
10460746	Naaladl1	381204	ENSMUSG00000054999
10460765	Lamtor1	66508	ENSMUSG00000030842
10460767	Batf2	74481	ENSMUSG00000039699
10460771	1700123I01Rik	622554	ENSMUSG00000024786
10460782	Gpha2	170458	ENSMUSG00000024784
10460787	Atg2a	329015	ENSMUSG00000024773
10460829	Mir194-2	723957	ENSMUSG00000065582
10460831	Mir192	387187	ENSMUSG00000065523
10460833	Ehd1	13660	ENSMUSG00000024772
10460841	Cdc42bpg	240505	ENSMUSG00000024769
10460879	Men1	17283	ENSMUSG00000024947
10460891	Map4k2	26412	ENSMUSG00000024948
10460926	Sf1	22668	ENSMUSG00000024949
10460947	Pygm	19309	ENSMUSG00000032648
10460968	Rasgrp2	19395	ENSMUSG00000032946
10460987	Nrxn2	18190	ENSMUSG00000033768
10461012	Trmt112	67674	ENSMUSG00000038812
10461017	Bad	12015	ENSMUSG00000024959
10461022	Ppp1r14b	18938	ENSMUSG00000056612
10461028	Trpt1	107328	ENSMUSG00000047656
10461038	Macrod1	107227	ENSMUSG00000036278
10461057	Rcor2	104383	ENSMUSG00000024968
10461071	2700081O15Rik	108899	ENSMUSG00000053080
10461078	Atl3	109168	ENSMUSG00000024759
10461093	Pla2g16	225845	ENSMUSG00000060675
10461100	Hrasls5	66727	ENSMUSG00000024973
10461108	Iscu	66383	ENSMUSG00000025825
10461115	Slc22a8	19879	ENSMUSG00000063796
10461130	Slc22a6	18399	ENSMUSG00000024650
10461143	Chrm1	12669	ENSMUSG00000032773
10461164	Wdr74	107071	ENSMUSG00000042729
10461176	Stx5a	56389	ENSMUSG00000010110
10461191	Nxf1	53319	ENSMUSG00000010097
10461217	Zbtb3	75291	ENSMUSG00000071661
10461220	Hnrnpul2	68693	ENSMUSG00000071659
10461237	Bscl2	14705	ENSMUSG00000071657
10461251	Lrrn4cl	68852	ENSMUSG00000071656
10461257	Ubxn1	225896	ENSMUSG00000071655
10461274	Ints5	109077	ENSMUSG00000071652
10461277	Ganab	14376	ENSMUSG00000071650
10461305	B3gat3	72727	ENSMUSG00000071649
10461311	Eml3	225898	ENSMUSG00000071647
10461334	Mta2	23942	ENSMUSG00000071646
10461354	Tut1	70044	ENSMUSG00000071645
10461365	Eef1g	67160	ENSMUSG00000071644
10461369	Ahnak	66395	ENSMUSG00000069833
10461391	Pcna	18538	ENSMUSG00000027342
10461396	LOC102639117	102639117	ENSMUSG00000096872
10461402	Fth1	14319	ENSMUSG00000024661
10461408	Rab3il1	74760	ENSMUSG00000024663
10461423	Fads3	60527	ENSMUSG00000024664
10461439	Fads1	76267	ENSMUSG00000010663
10461454	Tmem258	69038	ENSMUSG00000036372
10461459	Syt7	54525	ENSMUSG00000024743
10461475	Cpsf7	269061	ENSMUSG00000034820
10461487	Cyb561a3	225912	ENSMUSG00000034445
10461497	Ddb1	13194	ENSMUSG00000024740
10461526	Vwce	71768	ENSMUSG00000043789
10461547	Vps37c	107305	ENSMUSG00000048832
10461553	A430093F15Rik	403202	ENSMUSG00000067577
10461558	Slc15a3	65221	ENSMUSG00000024737
10461568	Prpf19	28000	ENSMUSG00000024735
10461583	Ptgdr2	14764	ENSMUSG00000034117
10461587	Ms4a4a	666907	ENSMUSG00000101389
10461594	Ms4a4c	64380	ENSMUSG00000024675
10461605	Ms4a4b	60361	ENSMUSG00000056290
10461614	Ms4a6c	73656	ENSMUSG00000079419
10461622	Ms4a6b	69774	ENSMUSG00000024677
10461629	Ms4a4d	66607	ENSMUSG00000024678
10461644	Oosp3	225923	ENSMUSG00000055933
10461652	Gif	14603	ENSMUSG00000024682
10461663	Mrpl16	94063	ENSMUSG00000024683
10461668	Olfr1420	258405	ENSMUSG00000060878
10461671	Patl1	225929	ENSMUSG00000046139
10461690	Osbp	76303	ENSMUSG00000024687
10461705	Olfr1431	258409	ENSMUSG00000094133
10461707	Olfr235	258681	ENSMUSG00000060049
10461711	Olfr1434	258680	ENSMUSG00000095640
10461713	Olfr1440	258679	ENSMUSG00000046650
10461715	Olfr1441	258678	ENSMUSG00000050815
10461717	Pfpl	56093	ENSMUSG00000040065
10461721	Mpeg1	17476	ENSMUSG00000046805
10461723	Fam111a	107373	ENSMUSG00000024691
10461728	Gm4952	240549	ENSMUSG00000071633
10461735	Glyat	107146	ENSMUSG00000063683
10461747	Olfr1442	258692	ENSMUSG00000044441
10461750	Olfr1443	258693	ENSMUSG00000045030
10461758	Keg1	64697	ENSMUSG00000024694
10461765	Lpxn	107321	ENSMUSG00000024696
10461777	Olfr1444	258697	ENSMUSG00000046272
10461780	Olfr1445	258694	ENSMUSG00000045126
10461784	Olfr1449	258300	ENSMUSG00000049498
10461786	Olfr1450	258368	ENSMUSG00000062892
10461788	Olfr1451	258700	ENSMUSG00000046913
10461792	Olfr1454	258687	ENSMUSG00000094986
10461794	Olfr1461	258299	ENSMUSG00000045883
10461796	Olfr1462	258688	ENSMUSG00000094721
10461798	Olfr1463	258120	ENSMUSG00000096365
10461800	Olfr1466	258689	ENSMUSG00000096485
10461802	Olfr1467	258686	ENSMUSG00000049015
10461804	Olfr1469	258690	ENSMUSG00000063777
10461806	Olfr1471	258231	ENSMUSG00000096320
10461808	Olfr1474	258123	ENSMUSG00000096273
10461810	Olfr1477	258691	ENSMUSG00000071629
10461814	Olfr1480	404339	ENSMUSG00000095484
10461816	Olfr1484	258288	ENSMUSG00000096289
10461818	Olfr1487	258629	ENSMUSG00000094846
10461820	Olfr1489	258628	ENSMUSG00000045678
10461822	Olfr1490	258098	ENSMUSG00000061387
10461824	Olfr1491	258342	ENSMUSG00000051156
10461828	Olfr1494	258992	ENSMUSG00000050865
10461830	Olfr1495	258341	ENSMUSG00000047207
10461832	Olfr1496	258991	ENSMUSG00000048356
10461836	Olfr1502	258793	ENSMUSG00000056858
10461840	Olfr1505	258151	ENSMUSG00000062314
10461844	Gnaq	14682	ENSMUSG00000024639
10461856	Gna14	14675	ENSMUSG00000024697
10461869	Prune2	353211	ENSMUSG00000039126
10461878	Prune2	353211	ENSMUSG00000039126
10461898	Rfk	54391	ENSMUSG00000024712
10461909	Nmrk1	225994	ENSMUSG00000037847
10461930	D030056L22Rik	225995	ENSMUSG00000047044
10461934	Trpm6	225997	ENSMUSG00000024727
10461975	1500015L24Rik	68994	ENSMUSG00000094732
10461979	Aldh1a1	11668	ENSMUSG00000053279
10461991	Zfand5	22682	ENSMUSG00000024750
10461999	Abhd17b	226016	ENSMUSG00000047368
10462005	Tmem2	83921	ENSMUSG00000024754
10462035	Ldhb	16832	ENSMUSG00000030246
10462039	Trpm3	226025	ENSMUSG00000052387
10462081	Nsa2	59050	ENSMUSG00000060739
10462091	Klf9	16601	ENSMUSG00000033863
10462100	Sarnp	66118	ENSMUSG00000078427
10462102	Ptar1	72351	ENSMUSG00000074925
10462113	Apba1	319924	ENSMUSG00000024897
10462132	Tmem252	226040	ENSMUSG00000048572
10462136	Cycs	13063	ENSMUSG00000063694
10462140	Dock8	76088	ENSMUSG00000052085
10462195	Kank1	107351	ENSMUSG00000032702
10462217	Dmrt1	50796	ENSMUSG00000024837
10462228	Dmrt3	240590	ENSMUSG00000042372
10462231	Dmrt2	226049	ENSMUSG00000048138
10462237	Smarca2	67155	ENSMUSG00000024921
10462276	Gm815	329047	ENSMUSG00000074913
10462281	Vldlr	22359	ENSMUSG00000024924
10462303	Kcnv2	240595	ENSMUSG00000047298
10462313	Slc1a1	20510	ENSMUSG00000024935
10462330	Ppapdc2	74411	ENSMUSG00000040105
10462333	Cdc37l1	67072	ENSMUSG00000024780
10462346	Rcl1	59028	ENSMUSG00000024785
10462363	Jak2	16452	ENSMUSG00000024789
10462390	Cd274	60533	ENSMUSG00000016496
10462398	Pdcd1lg2	58205	ENSMUSG00000016498
10462406	Ric1	226089	ENSMUSG00000038658
10462435	Mlana	77836	ENSMUSG00000024806
10462442	Il33	77125	ENSMUSG00000024810
10462451	Trpd52l3	66745	ENSMUSG00000024815
10462454	Uhrf2	109113	ENSMUSG00000024817
10462473	Mbl2	17195	ENSMUSG00000024863
10462480	Cstf2t	83410	ENSMUSG00000053536
10462484	A1cf	69865	ENSMUSG00000052595
10462501	2700046G09Rik	67188	ENSMUSG00000097787
10462504	Minpp1	17330	ENSMUSG00000024896
10462507	Papss2	23972	ENSMUSG00000024899
10462521	Pten	19211	ENSMUSG00000013663
10462535	Pten	19211	ENSMUSG00000013663
10462539	Nudt15	214254	ENSMUSG00000033405
10462542	Lipf	67717	ENSMUSG00000024768
10462554	Lipk	240633	ENSMUSG00000024771
10462565	Lipn	70166	ENSMUSG00000024770
10462575	Lipm	78753	ENSMUSG00000056078
10462587	Stambpl1	76630	ENSMUSG00000024776
10462603	Fas	14102	ENSMUSG00000024778
10462613	Ifit2	15958	ENSMUSG00000045932
10462618	Ifit3	15959	ENSMUSG00000074896
10462621	I830012O16Rik	667370	ENSMUSG00000062488
10462623	Ifit1	15957	ENSMUSG00000034459
10462632	Kif20b	240641	ENSMUSG00000024795
10462670	Rpp30	54364	ENSMUSG00000024800
10462683	Pcgf5	76073	ENSMUSG00000024805
10462702	Hectd2	226098	ENSMUSG00000041180
10462724	Tnks2	74493	ENSMUSG00000024811
10462752	Btaf1	107182	ENSMUSG00000040565
10462791	March5	69104	ENSMUSG00000023307
10462796	Kif11	16551	ENSMUSG00000012443
10462818	Hhex	15242	ENSMUSG00000024986
10462822	Exoc6	107371	ENSMUSG00000053799
10462846	Cyp26c1	546726	ENSMUSG00000062432
10462853	Cyp26a1	13082	ENSMUSG00000024987
10462866	Cep55	74107	ENSMUSG00000024989
10462881	Ffar4	107221	ENSMUSG00000054200
10462887	Pde6c	110855	ENSMUSG00000024992
10462912	Lgi1	56839	ENSMUSG00000067242
10462918	Slc35g1	240660	ENSMUSG00000044026
10462922	Plce1	74055	ENSMUSG00000024998
10462957	Tbc1d12	209478	ENSMUSG00000048720
10462973	Hells	15201	ENSMUSG00000025001
10463005	Cyp2c55	72082	ENSMUSG00000025002
10463016	Cyp2c65	72303	ENSMUSG00000067231
10463023	Cyp2c66	69888	ENSMUSG00000067229
10463027	Cyp2c29	13095	ENSMUSG00000003053
10463037	Cyp2c39	13098	ENSMUSG00000025003
10463043	Cyp2c37	13096	ENSMUSG00000042248
10463051	Cyp2c50	107141	ENSMUSG00000054827
10463070	Entpd1	12495	ENSMUSG00000048120
10463112	Ccnj	240665	ENSMUSG00000025010
10463121	Zfp518a	72672	ENSMUSG00000049164
10463123	Dntt	21673	ENSMUSG00000025014
10463138	Dppa2	73703	ENSMUSG00000072419
10463140	Lcor	212391	ENSMUSG00000025019
10463168	Pgam1	18648	ENSMUSG00000011752
10463173	Zdhhc16	74168	ENSMUSG00000025157
10463185	Ubtd1	226122	ENSMUSG00000025171
10463189	Ankrd2	56642	ENSMUSG00000025172
10463200	Hoga1	67432	ENSMUSG00000025176
10463209	4933411K16Rik	66765	ENSMUSG00000090369
10463211	Pi4k2a	84095	ENSMUSG00000025178
10463224	Marveld1	277010	ENSMUSG00000044345
10463229	Zfyve27	319740	ENSMUSG00000018820
10463242	Golga7b	71146	ENSMUSG00000042532
10463254	R3hcc1l	52013	ENSMUSG00000025184
10463263	Lztfl1	93730	ENSMUSG00000025245
10463265	Cnnm1	83674	ENSMUSG00000025189
10463277	Nkx2-3	18089	ENSMUSG00000044220
10463282	Entpd7	93685	ENSMUSG00000025192
10463296	Cutc	66388	ENSMUSG00000025193
10463308	Abcc2	12780	ENSMUSG00000025194
10463347	Scd3	30049	ENSMUSG00000025202
10463355	Scd2	20250	ENSMUSG00000025203
10463361	Scd4	329065	ENSMUSG00000050195
10463371	Wnt8b	22423	ENSMUSG00000036961
10463380	Hif1an	319594	ENSMUSG00000036450
10463389	Pax2	18504	ENSMUSG00000004231
10463404	Fam178a	226151	ENSMUSG00000036097
10463410	Fam178a	226151	ENSMUSG00000036097
10463430	Sema4g	26456	ENSMUSG00000025207
10463448	Peo1	226153	ENSMUSG00000025209
10463457	Lzts2	226154	ENSMUSG00000035342
10463462	Sfxn3	94280	ENSMUSG00000025212
10463476	Kazald1	107250	ENSMUSG00000025213
10463482	Tlx1	21908	ENSMUSG00000025215
10463486	Btrc	12234	ENSMUSG00000025217
10463505	Dpcd	226162	ENSMUSG00000041035
10463515	Hps6	20170	ENSMUSG00000074811
10463517	Pprc1	226169	ENSMUSG00000055491
10463535	Nolc1	70769	ENSMUSG00000015176
10463551	Elovl3	12686	ENSMUSG00000038754
10463557	Gbf1	107338	ENSMUSG00000025224
10463599	Nfkb2	18034	ENSMUSG00000025225
10463625	Fbxl15	68431	ENSMUSG00000025226
10463630	Mir146b	751550	ENSMUSG00000070127
10463632	Tmem180	75146	ENSMUSG00000025227
10463645	Sufu	24069	ENSMUSG00000025231
10463661	Trim8	93679	ENSMUSG00000025034
10463670	Sfxn2	94279	ENSMUSG00000025036
10463687	Wbp1l	226178	ENSMUSG00000047731
10463695	2010012O05Rik	66439	ENSMUSG00000062376
10463704	As3mt	57344	ENSMUSG00000003559
10463716	Cnnm2	94219	ENSMUSG00000064105
10463732	Ina	226180	ENSMUSG00000034336
10463737	Ina	226180	ENSMUSG00000034336
10463739	Taf5	226182	ENSMUSG00000025049
10463751	Pdcd11	18572	ENSMUSG00000025047
10463789	Neurl1a	18011	ENSMUSG00000006435
10463803	Slk	20874	ENSMUSG00000025060
10463826	Sfr1	67788	ENSMUSG00000025066
10463836	Gsto1	14873	ENSMUSG00000025068
10463844	Gsto2	68214	ENSMUSG00000025069
10463856	Cfap58	381229	ENSMUSG00000046585
10463875	Sorcs3	66673	ENSMUSG00000063434
10463906	Ins1	16333	ENSMUSG00000035804
10463911	Add3	27360	ENSMUSG00000025026
10463930	Mxi1	17859	ENSMUSG00000025025
10463945	Dusp5	240672	ENSMUSG00000034765
10463951	Smc3	13006	ENSMUSG00000024974
10463981	Rbm20	73713	ENSMUSG00000043639
10463997	Pdcd4	18569	ENSMUSG00000024975
10464015	Shoc2	56392	ENSMUSG00000024976
10464030	Adra2a	11551	ENSMUSG00000033717
10464034	Tectb	21684	ENSMUSG00000024979
10464045	Acsl5	433256	ENSMUSG00000024981
10464070	Vti1a	53611	ENSMUSG00000024983
10464084	Tcf7l2	21416	ENSMUSG00000024985
10464113	Habp2	226243	ENSMUSG00000025075
10464128	Casp7	12369	ENSMUSG00000025076
10464137	Plekhs1	226245	ENSMUSG00000035818
10464153	Nhlrc2	66866	ENSMUSG00000025078
10464167	Adrb1	11554	ENSMUSG00000035283
10464171	Tdrd1	83561	ENSMUSG00000025081
10464202	Vwa2	240675	ENSMUSG00000025082
10464218	Fam160b1	226252	ENSMUSG00000033478
10464240	Trub1	72133	ENSMUSG00000025086
10464251	Atrnl1	226255	ENSMUSG00000054843
10464287	Ccdc172	75645	ENSMUSG00000025090
10464298	Pnlip	69060	ENSMUSG00000046008
10464313	Pnliprp1	18946	ENSMUSG00000042179
10464328	Pnliprp2	18947	ENSMUSG00000025091
10464342	Eno4	226265	ENSMUSG00000048029
10464365	Kcnk18	332396	ENSMUSG00000040901
10464370	Slc18a2	214084	ENSMUSG00000025094
10464391	Emx2	13797	ENSMUSG00000043969
10464400	E330013P04Rik	107376	ENSMUSG00000053117
10464409	Nanos1	332397	ENSMUSG00000072437
10464415	Fam45a	67894	ENSMUSG00000024993
10464425	Grk5	14773	ENSMUSG00000003228
10464452	Ighmbp2	20589	ENSMUSG00000024831
10464471	Gal	14419	ENSMUSG00000024907
10464479	Ppp6r3	52036	ENSMUSG00000024908
10464504	Lrp5	16973	ENSMUSG00000024913
10464529	Tcirg1	27060	ENSMUSG00000001750
10464551	Ndufs8	225887	ENSMUSG00000059734
10464560	Aldh3b1	67689	ENSMUSG00000024885
10464572	Ndufv1	17995	ENSMUSG00000037916
10464583	Gstp1	14870	ENSMUSG00000060803
10464583	Gstp1	14870	ENSMUSG00000097830
10464594	BC021614	225884	ENSMUSG00000097663
10464594	BC021614	225884	ENSMUSG00000058216
10464603	Aip	11632	ENSMUSG00000024847
10464612	Cabp4	73660	ENSMUSG00000024842
10464612	Cabp4	73660	ENSMUSG00000097687
10464618	Rps6kb2	58988	ENSMUSG00000024830
10464618	Rps6kb2	58988	ENSMUSG00000097721
10464642	Carns1	107239	ENSMUSG00000097064
10464642	Carns1	107239	ENSMUSG00000075289
10464647	Tbc1d10c	108995	ENSMUSG00000097708
10464647	Tbc1d10c	108995	ENSMUSG00000040247
10464659	Rad9a	19367	ENSMUSG00000024824
10464659	Rad9a	19367	ENSMUSG00000097909
10464672	Ssh3	245857	ENSMUSG00000034616
10464688	Ankrd13d	68423	ENSMUSG00000005986
10464704	Adrbk1	110355	ENSMUSG00000024858
10464728	Kdm2a	225876	ENSMUSG00000054611
10464754	Rhod	11854	ENSMUSG00000041845
10464761	Syt12	171180	ENSMUSG00000049303
10464772	2010003K11Rik	69861	ENSMUSG00000042041
10464775	Lrfn4	225875	ENSMUSG00000045045
10464783	Rce1	19671	ENSMUSG00000024889
10464793	Gm960	381196	ENSMUSG00000071691
10464811	Sptbn2	20743	ENSMUSG00000067889
10464825	Ccs	12460	ENSMUSG00000034108
10464836	Actn3	11474	ENSMUSG00000006457
10464858	Bbs1	52028	ENSMUSG00000006464
10464877	Dpp3	75221	ENSMUSG00000063904
10464896	Peli3	240518	ENSMUSG00000024901
10464905	Npas4	225872	ENSMUSG00000045903
10464914	Tmem151a	381199	ENSMUSG00000061451
10464917	Cnih2	12794	ENSMUSG00000024873
10464924	Rab1b	76308	ENSMUSG00000024870
10464932	Klc2	16594	ENSMUSG00000024862
10464949	Pacs1	107975	ENSMUSG00000024855
10464974	Sf3b2	319322	ENSMUSG00000024853
10464999	Cst6	73720	ENSMUSG00000024846
10465005	Banf1	23825	ENSMUSG00000024844
10465011	Sart1	20227	ENSMUSG00000039148
10465033	Tsga10ip	78306	ENSMUSG00000039330
10465045	Drap1	66556	ENSMUSG00000024914
10465054	Ccdc85b	240514	ENSMUSG00000095098
10465059	Ctsw	13041	ENSMUSG00000024910
10465072	Mus81	71711	ENSMUSG00000024906
10465089	Snx32	225861	ENSMUSG00000056185
10465103	1700020D05Rik	75555	ENSMUSG00000100937
10465106	Ovol1	18426	ENSMUSG00000024922
10465114	Kat5	81601	ENSMUSG00000024926
10465132	Sipa1	20469	ENSMUSG00000056917
10465150	Pcnxl3	104401	ENSMUSG00000054874
10465185	Ehbp1l1	114601	ENSMUSG00000024937
10465215	Sssca1	56390	ENSMUSG00000079478
10465220	Sssca1	56390	ENSMUSG00000079478
10465226	Scyl1	78891	ENSMUSG00000024941
10465244	Malat1	72289	ENSMUSG00000092341
10465246	Frmd8	67457	ENSMUSG00000024816
10465260	Tigd3	332359	ENSMUSG00000044390
10465263	Dpf2	19708	ENSMUSG00000024826
10465278	Cdc42ep2	104252	ENSMUSG00000045664
10465282	Pola2	18969	ENSMUSG00000024833
10465303	Slc22a20	381203	ENSMUSG00000037451
10465314	Capn1	12333	ENSMUSG00000024942
10465336	Mrpl49	18120	ENSMUSG00000007338
10465342	Tm7sf2	73166	ENSMUSG00000024799
10465354	Vps51	68505	ENSMUSG00000024797
10465366	Zfpl1	81909	ENSMUSG00000024792
10465374	Sac3d1	66406	ENSMUSG00000024790
10465379	Snx15	69024	ENSMUSG00000024787
10465388	Arl2	56327	ENSMUSG00000024944
10465395	Ppp2r5b	225849	ENSMUSG00000024777
10465411	Slc22a12	20521	ENSMUSG00000061742
10465427	Rps6ka4	56613	ENSMUSG00000024952
10465446	Ccdc88b	78317	ENSMUSG00000047810
10465474	Prdx5	54683	ENSMUSG00000024953
10465485	Esrra	26379	ENSMUSG00000024955
10465494	Tex40	67077	ENSMUSG00000050623
10465500	Kcnk4	16528	ENSMUSG00000024957
10465508	Gpr137	107173	ENSMUSG00000024958
10465521	Plcb3	18797	ENSMUSG00000024960
10465553	Fkbp2	14227	ENSMUSG00000056629
10465559	Vegfb	22340	ENSMUSG00000024962
10465571	Dnajc4	57431	ENSMUSG00000024963
10465580	Nudt22	68323	ENSMUSG00000037349
10465587	Fermt3	108101	ENSMUSG00000024965
10465604	Stip1	20867	ENSMUSG00000024966
10465619	Flrt1	396184	ENSMUSG00000047787
10465625	Otub1	107260	ENSMUSG00000024767
10465633	Cox8a	12868	ENSMUSG00000035885
10465638	Naa40	70999	ENSMUSG00000024764
10465649	Mark2	13728	ENSMUSG00000024969
10465651	Mark2	13728	ENSMUSG00000024969
10465673	AI846148	68229	ENSMUSG00000024970
10465683	Rab11b	19326	ENSMUSG00000077450
10465686	Rtn3	20168	ENSMUSG00000024758
10465701	Lgals12	56072	ENSMUSG00000024972
10465715	Slc22a19	207151	ENSMUSG00000024757
10465726	Slc22a26	236149	ENSMUSG00000053303
10465734	Slc22a27	171405	ENSMUSG00000067656
10465753	Slc22a29	236293	ENSMUSG00000075044
10465764	Slc22a30	319800	ENSMUSG00000052562
10465772	Slc3a2	17254	ENSMUSG00000010095
10465783	Tmem179b	67706	ENSMUSG00000003680
10465790	Taf6l	225895	ENSMUSG00000003680
10465804	Polr2g	67710	ENSMUSG00000071662
10465812	Ttc9c	70387	ENSMUSG00000071660
10465820	Gng3	14704	ENSMUSG00000071658
10465826	Uqcc3	107197	ENSMUSG00000071654
10465833	Rom1	19881	ENSMUSG00000071648
10465840	Scgb1a1	22287	ENSMUSG00000024653
10465844	Asrgl1	66514	ENSMUSG00000024654
10465861	Incenp	16319	ENSMUSG00000024660
10465881	Best1	24115	ENSMUSG00000037418
10465895	Fads2	56473	ENSMUSG00000024665
10465912	Fen1	14156	ENSMUSG00000024742
10465916	Myrf	225908	ENSMUSG00000036098
10465943	Dagla	269060	ENSMUSG00000035735
10465963	Lrrc10b	278795	ENSMUSG00000090291
10465965	Ppp1r32	67752	ENSMUSG00000035179
10465980	Sdhaf2	66072	ENSMUSG00000024668
10465990	Tmem216	68642	ENSMUSG00000024667
10466000	Tmem138	72982	ENSMUSG00000024666
10466008	Dak	225913	ENSMUSG00000034371
10466027	Pga5	58803	ENSMUSG00000024738
10466040	Cd5	12507	ENSMUSG00000024669
10466054	Cd6	12511	ENSMUSG00000024670
10466075	Tmem132a	98170	ENSMUSG00000024736
10466087	Tmem109	68539	ENSMUSG00000034659
10466091	Zp1	22786	ENSMUSG00000024734
10466104	Ccdc86	108673	ENSMUSG00000024732
10466110	Ms4a10	69826	ENSMUSG00000024731
